SP_ID,oa_code,supgrp_cd,grp_cd
"14134",E00022546,F,F1
"14135",E00020031,B,B3
"14136",E00007239,F,F2
"14137",E00020030,B,B3
"14138",E00007238,F,F2
"14139",E00021802,G,G2
"14140",E00007231,H,H1
"14141",E00021805,G,G1
"14142",E00003349,H,H2
"14143",E00021884,F,F2
"14144",E00003348,A,A2
"14145",E00023031,B,B3
"14146",E00003341,F,F2
"14147",E00020033,E,E1
"14148",E00003340,F,F1
"14149",E00021803,G,G1
"14150",E00022544,E,E2
"14151",E00021882,A,A1
"14152",E00022547,E,E2
"14153",E00022085,E,E1
"14154",E00022004,E,E1
"14155",E00018030,C,C3
"14156",E00014881,H,H1
"14157",E00014882,F,F2
"14158",E00014803,H,H2
"14159",E00017801,C,C3
"14160",E00017880,C,C3
"14161",E00014802,A,A2
"14162",E00018033,G,G1
"14163",E00014800,F,F1
"14164",E00018858,C,C1
"14165",E00009205,B,B3
"14166",E00008384,C,C4
"14167",E00008305,F,F1
"14168",E00016532,G,G2
"14169",E00016533,A,A1
"14170",E00016534,A,A1
"14171",E00016535,E,E1
"14172",E00016536,A,A1
"14173",E00016537,A,A1
"14174",E00009281,B,B1
"14175",E00009284,B,B1
"14176",E00016530,A,A1
"14177",E00016531,A,A1
"14178",E00008830,B,B1
"14179",E00009076,D,D1
"14180",E00009070,B,B3
"14181",E00009248,D,D1
"14182",E00010546,G,G1
"14183",E00009243,D,D2
"14184",E00009240,F,F1
"14185",E00009245,D,D1
"14186",E00009242,B,B3
"14187",E00010239,G,G2
"14188",E00009244,D,D2
"14189",E00010547,G,G1
"14190",E00001214,F,F2
"14191",E00010544,G,G1
"14192",E00001295,F,F2
"14193",E00001217,F,F2
"14194",E00007936,A,A2
"14195",E00001296,H,H1
"14196",E00001215,H,H2
"14197",E00001294,G,G1
"14198",E00000935,C,C4
"14199",E00020730,H,H2
"14200",E00000934,H,H1
"14201",E00020738,H,H2
"14202",E00020734,H,H2
"14203",E00020873,C,C1
"14204",E00000932,H,H1
"14205",E00007948,H,H1
"14206",E00021086,A,A2
"14207",E00021007,A,A2
"14208",E00004295,F,F2
"14209",E00004297,D,D2
"14210",E00004216,F,F1
"14211",E00020763,A,A1
"14212",E00020765,A,A1
"14213",E00004214,E,E2
"14214",E00003240,A,A2
"14215",E00176546,G,G1
"14216",E00020760,G,G1
"14217",E00022165,E,E1
"14218",E00003332,H,H1
"14219",E00015863,A,A1
"14220",E00012962,A,A2
"14221",E00003339,H,H1
"14222",E00013047,C,C2
"14223",E00014966,F,F2
"14224",E00012965,G,G2
"14225",E00015862,E,E1
"14226",E00013046,C,C3
"14227",E00017967,G,G1
"14228",E00015865,H,H2
"14229",E00012964,A,A1
"14230",E00015864,F,F2
"14231",E00017966,G,G1
"14232",E00013614,B,B1
"14233",E00013694,B,B3
"14234",E00013610,E,E2
"14235",E00013691,E,E2
"14236",E00010033,E,E1
"14237",E00016989,F,F1
"14238",E00011884,A,A2
"14239",E00011909,H,H1
"14240",E00017048,G,G1
"14241",E00011908,H,H2
"14242",E00017049,G,G1
"14243",E00012319,F,F2
"14244",E00010138,E,E2
"14245",E00010035,D,D1
"14246",E00002316,C,C2
"14247",E00016980,F,F1
"14248",E00010032,G,G1
"14249",E00012399,C,C2
"14250",E00016981,F,F1
"14251",E00011887,A,A2
"14252",E00012398,C,C2
"14253",E00016982,D,D1
"14254",E00011806,H,H2
"14255",E00012390,C,C2
"14256",E00016983,F,F2
"14257",E00012318,F,F2
"14258",E00012391,C,C2
"14259",E00012311,C,C4
"14260",E00016988,E,E1
"14261",E00011805,A,A2
"14262",E00009967,F,F1
"14263",E00010030,E,E2
"14264",E00002397,G,G1
"14265",E00008322,A,A1
"14266",E00020561,A,A1
"14267",E00020565,A,A2
"14268",E00001956,A,A2
"14269",E00005147,F,F2
"14270",E00005146,E,E1
"14271",E00165805,G,G1
"14272",E00005960,A,A1
"14273",E00005961,G,G2
"14274",E00014909,C,C1
"14275",E00165807,E,E2
"14276",E00001957,A,A2
"14277",E00003635,E,E1
"14278",E00000142,A,A1
"14279",E00004058,H,H1
"14280",E00007908,E,E1
"14281",E00007885,F,F1
"14282",E00003946,A,A2
"14283",E00168027,D,D1
"14284",E00007176,A,A1
"14285",E00168021,D,D1
"14286",E00023978,B,B3
"14287",E00168026,D,D2
"14288",E00021184,B,B2
"14289",E00023971,B,B3
"14290",E00023972,D,D2
"14291",E00019088,A,A1
"14292",E00023973,D,D2
"14293",E00019089,F,F2
"14294",E00023974,B,B3
"14295",E00023975,D,D2
"14296",E00011118,G,G2
"14297",E00011199,C,C4
"14298",E00010624,C,C4
"14299",E00010625,H,H1
"14300",E00010626,C,C4
"14301",E00010627,C,C4
"14302",E00170908,D,D1
"14303",E00170909,F,F2
"14304",E00170904,B,B1
"14305",E00170905,B,B1
"14306",E00010623,F,F2
"14307",E00010628,G,G2
"14308",E00002948,C,C2
"14309",E00012662,C,C1
"14310",E00009126,B,B1
"14311",E00012663,C,C2
"14312",E00008170,F,F1
"14313",E00012664,C,C1
"14314",E00002941,C,C2
"14315",E00012665,C,C2
"14316",E00002940,C,C2
"14317",E00006793,C,C2
"14318",E00006712,C,C2
"14319",E00001791,F,F2
"14320",E00005728,G,G2
"14321",E00006715,B,B1
"14322",E00001710,A,A2
"14323",E00006713,E,E1
"14324",E00006710,C,C1
"14325",E00019288,H,H2
"14326",E00000268,A,A1
"14327",E00000261,G,G2
"14328",E00019209,A,A2
"14329",E00000267,A,A1
"14330",E00000260,G,G2
"14331",E00015261,F,F1
"14332",E00008386,A,A1
"14333",E00018251,G,G2
"14334",E00008302,E,E2
"14335",E00008387,E,E1
"14336",E00008307,G,G1
"14337",E00009368,G,G2
"14338",E00008306,E,E1
"14339",E00009363,G,G2
"14340",E00176506,B,B1
"14341",E00012904,A,A1
"14342",E00015618,E,E2
"14343",E00012985,A,A1
"14344",E00006673,C,C2
"14345",E00168867,G,G1
"14346",E00006672,G,G2
"14347",E00015699,B,B3
"14348",E00018953,C,C3
"14349",E00166040,C,C1
"14350",E00006675,C,C1
"14351",E00168866,D,D1
"14352",E00001670,H,H2
"14353",E00013149,G,G1
"14354",E00006674,G,G1
"14355",E00018952,C,C3
"14356",E00001673,H,H2
"14357",E00017987,C,C3
"14358",E00015698,B,B1
"14359",E00017906,A,A1
"14360",E00015619,E,E2
"14361",E00001398,A,A1
"14362",E00001319,C,C4
"14363",E00001399,A,A2
"14364",E00001318,G,G2
"14365",E00020473,B,B1
"14366",E00010717,C,C4
"14367",E00020470,E,E1
"14368",E00167678,D,D2
"14369",E00020475,E,E2
"14370",E00019720,B,B1
"14371",E00020472,B,B3
"14372",E00010797,C,C1
"14373",E00020477,E,E1
"14374",E00010716,F,F2
"14375",E00020474,B,B1
"14376",E00019723,B,B1
"14377",E00003529,A,A2
"14378",E00019722,E,E1
"14379",E00020476,B,B1
"14380",E00019725,B,B3
"14381",E00019721,B,B1
"14382",E00020471,E,E2
"14383",E00020478,B,B1
"14384",E00010796,F,F2
"14385",E00005729,G,G1
"14386",E00006792,C,C2
"14387",E00008841,B,B3
"14388",E00011828,A,A2
"14389",E00009067,E,E2
"14390",E00009062,B,B3
"14391",E00011520,H,H2
"14392",E00011521,A,A2
"14393",E00011525,H,H2
"14394",E00011522,A,A2
"14395",E00011527,H,H2
"14396",E00011524,A,A2
"14397",E00011526,H,H2
"14398",E00000948,H,H1
"14399",E00017516,F,F2
"14400",E00000941,C,C4
"14401",E00017597,F,F1
"14402",E00000940,H,H1
"14403",E00000943,G,G2
"14404",E00005120,H,H1
"14405",E00000949,F,F2
"14406",E00166763,A,A1
"14407",E00020276,E,E1
"14408",E00004119,H,H2
"14409",E00008383,C,C1
"14410",E00004027,A,A1
"14411",E00004024,H,H1
"14412",E00004026,F,F1
"14413",E00017775,G,G1
"14414",E00018474,C,C1
"14415",E00018475,C,C3
"14416",E00012773,F,F2
"14417",E00014776,F,F2
"14418",E00018476,G,G2
"14419",E00017774,G,G2
"14420",E00018477,F,F2
"14421",E00012772,F,F1
"14422",E00004598,E,E2
"14423",E00012775,G,G2
"14424",E00021477,E,E2
"14425",E00017776,G,G1
"14426",E00004511,F,F1
"14427",E00012774,C,C4
"14428",E00004519,F,F1
"14429",E00003830,A,A2
"14430",E00003838,H,H1
"14431",E00012770,F,F1
"14432",E00018472,G,G1
"14433",E00014777,D,D2
"14434",E00018473,C,C1
"14435",E00018837,H,H1
"14436",E00018834,H,H1
"14437",E00018836,H,H1
"14438",E00015849,F,F2
"14439",E00015021,C,C3
"14440",E00015848,C,C1
"14441",E00015020,F,F2
"14442",E00019078,F,F2
"14443",E00013028,C,C2
"14444",E00016097,D,D1
"14445",E00021230,E,E2
"14446",E00021231,E,E1
"14447",E00021236,B,B2
"14448",E00012261,H,H1
"14449",E00021239,D,D2
"14450",E00021546,D,D2
"14451",E00012260,H,H2
"14452",E00017325,F,F2
"14453",E00017321,H,H2
"14454",E00170312,E,E2
"14455",E00167274,D,D1
"14456",E00013557,D,D2
"14457",E00008958,E,E1
"14458",E00008959,E,E1
"14459",E00001067,F,F2
"14460",E00014364,B,B3
"14461",E00001064,F,F2
"14462",E00014367,D,D2
"14463",E00020574,A,A1
"14464",E00014059,B,B3
"14465",E00014366,F,F1
"14466",E00001066,G,G1
"14467",E00014058,D,D1
"14468",E00001065,F,F2
"14469",E00014362,F,F1
"14470",E00001062,F,F2
"14471",E00014365,F,F1
"14472",E00004220,B,B3
"14473",E00008463,B,B1
"14474",E00008465,G,G1
"14475",E00008467,B,B1
"14476",E00006419,G,G1
"14477",E00006418,A,A1
"14478",E00006498,F,F2
"14479",E00006491,F,F2
"14480",E00006499,F,F2
"14481",E00006413,G,G1
"14482",E00006410,G,G1
"14483",E00003622,E,E1
"14484",E00003624,E,E1
"14485",E00003626,E,E1
"14486",E00021728,B,B2
"14487",E00003477,E,E2
"14488",E00003628,E,E1
"14489",E00003620,E,E1
"14490",E00002193,H,H2
"14491",E00002112,A,A1
"14492",E00001128,C,C4
"14493",E00003251,F,F2
"14494",E00007269,C,C1
"14495",E00003254,F,F2
"14496",E00007268,G,G2
"14497",E00003257,E,E1
"14498",E00167508,E,E1
"14499",E00007260,C,C1
"14500",E00167505,E,E1
"14501",E00023771,D,D2
"14502",E00023770,D,D2
"14503",E00023773,D,D1
"14504",E00022587,F,F1
"14505",E00022506,E,E2
"14506",E00022310,G,G1
"14507",E00022391,A,A1
"14508",E00003057,C,C2
"14509",E00003056,C,C2
"14510",E00008358,A,A1
"14511",E00002380,C,C2
"14512",E00009065,D,D1
"14513",E00002381,C,C2
"14514",E00002382,G,G2
"14515",E00002383,D,D2
"14516",E00009066,B,B3
"14517",E00002384,E,E1
"14518",E00003054,C,C2
"14519",E00020768,A,A1
"14520",E00000602,F,F2
"14521",E00021663,B,B2
"14522",E00000684,G,G1
"14523",E00000605,C,C4
"14524",E00000683,G,G2
"14525",E00011175,C,C1
"14526",E00010847,C,C1
"14527",E00023119,E,E2
"14528",E00010846,C,C1
"14529",E00023199,F,F1
"14530",E00021838,B,B3
"14531",E00171091,G,G2
"14532",E00020029,E,E1
"14533",E00011174,C,C2
"14534",E00013311,G,G2
"14535",E00015315,F,F1
"14536",E00015395,E,E1
"14537",E00015314,E,E2
"14538",E00015396,E,E1
"14539",E00013310,C,C4
"14540",E00013313,F,F2
"14541",E00015317,F,F1
"14542",E00015394,E,E2
"14543",E00015393,E,E1
"14544",E00008140,G,G2
"14545",E00008961,B,B3
"14546",E00007953,A,A2
"14547",E00011905,H,H2
"14548",E00011903,H,H2
"14549",E00009692,B,B3
"14550",E00011904,H,H2
"14551",E00009613,F,F1
"14552",E00011901,H,H2
"14553",E00017581,A,A1
"14554",E00017500,F,F1
"14555",E00017503,F,F2
"14556",E00017582,F,F1
"14557",E00017502,E,E1
"14558",E00017583,C,C1
"14559",E00017584,G,G2
"14560",E00001461,C,C4
"14561",E00001460,F,F2
"14562",E00017508,D,D1
"14563",E00001463,C,C2
"14564",E00176520,F,F2
"14565",E00008372,A,A1
"14566",E00009324,D,D1
"14567",E00008377,A,A1
"14568",E00001152,F,F2
"14569",E00001155,F,F2
"14570",E00001154,C,C4
"14571",E00001150,H,H1
"14572",E00018192,G,G1
"14573",E00014830,H,H2
"14574",E00002174,A,A2
"14575",E00012839,F,F1
"14576",E00166029,G,G1
"14577",E00019014,G,G1
"14578",E00167092,E,E2
"14579",E00004753,B,B2
"14580",E00004750,B,B3
"14581",E00006769,C,C3
"14582",E00004752,E,E1
"14583",E00006768,C,C2
"14584",E00004754,B,B2
"14585",E00001769,H,H2
"14586",E00004757,B,B2
"14587",E00004751,B,B2
"14588",E00005787,A,A1
"14589",E00021397,B,B2
"14590",E00021316,B,B2
"14591",E00175276,B,B3
"14592",E00175274,B,B2
"14593",E00175270,B,B1
"14594",E00175271,B,B3
"14595",E00175272,B,B2
"14596",E00175273,B,B2
"14597",E00008203,A,A1
"14598",E00008282,F,F1
"14599",E00008287,F,F1
"14600",E00021396,B,B2
"14601",E00008206,A,A1
"14602",E00016209,E,E1
"14603",E00016878,B,B1
"14604",E00016288,E,E1
"14605",E00016879,E,E1
"14606",E00016208,E,E1
"14607",E00016557,E,E1
"14608",E00016556,G,G2
"14609",E00013602,E,E1
"14610",E00013683,E,E2
"14611",E00013605,E,E1
"14612",E00012658,C,C4
"14613",E00013604,E,E2
"14614",E00013684,E,E2
"14615",E00013607,B,B3
"14616",E00013685,E,E2
"14617",E00012659,G,G2
"14618",E00013603,E,E2
"14619",E00010388,B,B1
"14620",E00010309,G,G2
"14621",E00008187,B,B1
"14622",E00010389,G,G1
"14623",E00010308,G,G1
"14624",E00009282,E,E1
"14625",E00014648,F,F1
"14626",E00014649,F,F1
"14627",E00007853,A,A1
"14628",E00004560,B,B3
"14629",E00015550,B,B1
"14630",E00004564,E,E2
"14631",E00019564,F,F1
"14632",E00015555,E,E1
"14633",E00023555,B,B3
"14634",E00004561,D,D1
"14635",E00005098,H,H1
"14636",E00005018,G,G1
"14637",E00005019,G,G1
"14638",E00005090,H,H1
"14639",E00005099,A,A1
"14640",E00005838,E,E1
"14641",E00005011,G,G2
"14642",E00003286,H,H2
"14643",E00003709,H,H1
"14644",E00003207,A,A2
"14645",E00003789,A,A2
"14646",E00003708,H,H1
"14647",E00019377,F,F1
"14648",E00003780,H,H2
"14649",E00003701,H,H1
"14650",E00003785,A,A2
"14651",E00003704,H,H1
"14652",E00003707,H,H2
"14653",E00003285,H,H2
"14654",E00003204,A,A2
"14655",E00003788,A,A2
"14656",E00010931,F,F2
"14657",E00019948,E,E2
"14658",E00010933,H,H1
"14659",E00010930,G,G1
"14660",E00010935,F,F2
"14661",E00010932,H,H1
"14662",E00010937,F,F2
"14663",E00021486,B,B2
"14664",E00010934,C,C4
"14665",E00021407,B,B2
"14666",E00021406,B,B2
"14667",E00021487,B,B2
"14668",E00005452,F,F2
"14669",E00167119,D,D1
"14670",E00023450,E,E2
"14671",E00023451,D,D1
"14672",E00167198,B,B2
"14673",E00023452,D,D1
"14674",E00167199,D,D1
"14675",E00167194,B,B2
"14676",E00023453,D,D1
"14677",E00019949,B,B3
"14678",E00010938,G,G1
"14679",E00021404,D,D2
"14680",E00021485,B,B2
"14681",E00010703,C,C4
"14682",E00010782,H,H1
"14683",E00010783,H,H1
"14684",E00010702,H,H1
"14685",E00010784,C,C4
"14686",E00010705,F,F2
"14687",E00010704,C,C1
"14688",E00167228,B,B2
"14689",E00010785,A,A1
"14690",E00019311,H,H1
"14691",E00019310,H,H1
"14692",E00019391,B,B3
"14693",E00019313,B,B1
"14694",E00019392,H,H2
"14695",E00167224,B,B2
"14696",E00167225,B,B2
"14697",E00010700,F,F2
"14698",E00010781,H,H1
"14699",E00019390,F,F1
"14700",E00167229,B,B2
"14701",E00013547,D,D2
"14702",E00008854,B,B3
"14703",E00003048,C,C2
"14704",E00013546,D,D2
"14705",E00008856,B,B2
"14706",E00008857,B,B3
"14707",E00003043,C,C2
"14708",E00003041,C,C2
"14709",E00003045,C,C2
"14710",E00003042,C,C2
"14711",E00013544,E,E2
"14712",E00002806,C,C4
"14713",E00002887,C,C2
"14714",E00008089,A,A2
"14715",E00015093,F,F2
"14716",E00002198,A,A2
"14717",E00015012,H,H2
"14718",E00002119,B,B1
"14719",E00002199,H,H2
"14720",E00015095,F,F2
"14721",E00002118,A,A1
"14722",E00015014,H,H1
"14723",E00004190,D,D2
"14724",E00015096,A,A1
"14725",E00004939,H,H1
"14726",E00015017,H,H1
"14727",E00004194,D,D1
"14728",E00013092,C,C2
"14729",E00004193,D,D1
"14730",E00013013,A,A1
"14731",E00015092,F,F2
"14732",E00004199,D,D1
"14733",E00015013,H,H1
"14734",E00004198,D,D1
"14735",E00020461,E,E1
"14736",E00020201,B,B1
"14737",E00020460,E,E1
"14738",E00020280,B,B3
"14739",E00020463,E,E1
"14740",E00020200,E,E1
"14741",E00020465,G,G2
"14742",E00020281,B,B3
"14743",E00020464,E,E2
"14744",E00020282,B,B3
"14745",E00020466,E,E1
"14746",E00020203,B,B1
"14747",E00003559,H,H2
"14748",E00023201,F,F1
"14749",E00003558,A,A2
"14750",E00023280,F,F2
"14751",E00001201,F,F2
"14752",E00020469,E,E2
"14753",E00171502,G,G1
"14754",E00020468,E,E1
"14755",E00171503,B,B3
"14756",E00001289,C,C4
"14757",E00017680,G,G1
"14758",E00014681,H,H1
"14759",E00017681,G,G1
"14760",E00014683,H,H2
"14761",E00017682,G,G2
"14762",E00014684,A,A1
"14763",E00014685,C,C2
"14764",E00017603,G,G1
"14765",E00018658,H,H1
"14766",E00014680,H,H1
"14767",E00014061,D,D2
"14768",E00020711,H,H2
"14769",E00020794,H,H2
"14770",E00020790,H,H2
"14771",E00020796,H,H2
"14772",E00020715,H,H2
"14773",E00020717,F,F2
"14774",E00000183,A,A2
"14775",E00000182,A,A2
"14776",E00000186,H,H2
"14777",E00000102,A,A1
"14778",E00005922,A,A1
"14779",E00000107,A,A1
"14780",E00007978,F,F1
"14781",E00005925,G,G2
"14782",E00000103,A,A1
"14783",E00001993,A,A1
"14784",E00008512,B,B1
"14785",E00005205,F,F2
"14786",E00004388,D,D2
"14787",E00005284,A,A2
"14788",E00000282,A,A1
"14789",E00004389,F,F1
"14790",E00004309,F,F1
"14791",E00000203,A,A1
"14792",E00005204,G,G1
"14793",E00002309,B,B1
"14794",E00004308,E,E2
"14795",E00005285,A,A2
"14796",E00000283,A,A1
"14797",E00004300,E,E1
"14798",E00004381,F,F1
"14799",E00000202,A,A1
"14800",E00004258,E,E2
"14801",E00000200,A,A1
"14802",E00021268,B,B2
"14803",E00007632,A,A1
"14804",E00007633,H,H2
"14805",E00007634,F,F2
"14806",E00007635,F,F2
"14807",E00007636,F,F2
"14808",E00007637,A,A1
"14809",E00008644,E,E2
"14810",E00006815,G,G2
"14811",E00167998,E,E1
"14812",E00005000,G,G1
"14813",E00001813,A,A2
"14814",E00006894,E,E1
"14815",E00006814,C,C2
"14816",E00001892,H,H2
"14817",E00005002,G,G1
"14818",E00006895,E,E1
"14819",E00007630,A,A2
"14820",E00005081,H,H2
"14821",E00001891,H,H2
"14822",E00175194,D,D1
"14823",E00175199,D,D1
"14824",E00019661,F,F2
"14825",E00175195,D,D1
"14826",E00019660,A,A2
"14827",E00175196,D,D2
"14828",E00019663,H,H2
"14829",E00175197,D,D1
"14830",E00013589,E,E2
"14831",E00174557,D,D1
"14832",E00013580,B,B1
"14833",E00019668,H,H2
"14834",E00013501,E,E2
"14835",E00174556,B,B3
"14836",E00019669,B,B3
"14837",E00013581,E,E2
"14838",E00013500,D,D2
"14839",E00174551,B,B1
"14840",E00013582,B,B3
"14841",E00013503,B,B1
"14842",E00016388,A,A1
"14843",E00012559,C,C3
"14844",E00174553,G,G1
"14845",E00013509,E,E2
"14846",E00174554,G,G2
"14847",E00013508,E,E2
"14848",E00008790,B,B1
"14849",E00013676,E,E2
"14850",E00013677,B,B2
"14851",E00010089,E,E2
"14852",E00011899,A,A2
"14853",E00011811,H,H2
"14854",E00010008,F,F1
"14855",E00011810,H,H2
"14856",E00011890,H,H2
"14857",E00011813,H,H2
"14858",E00011891,F,F2
"14859",E00011818,A,A2
"14860",E00011898,H,H2
"14861",E00009043,E,E1
"14862",E00008804,E,E1
"14863",E00020858,F,F2
"14864",E00009130,B,B3
"14865",E00009133,E,E1
"14866",E00008885,E,E2
"14867",E00009450,D,D2
"14868",E00023867,B,B1
"14869",E00023864,G,G2
"14870",E00005549,G,G2
"14871",E00006534,C,C2
"14872",E00005540,E,E1
"14873",E00000543,A,A1
"14874",E00000547,A,A1
"14875",E00015543,A,A1
"14876",E00015544,A,A1
"14877",E00023861,A,A1
"14878",E00018857,G,G1
"14879",E00019653,F,F1
"14880",E00019650,H,H2
"14881",E00019655,F,F2
"14882",E00018669,G,G2
"14883",E00019654,F,F1
"14884",E00017651,G,G1
"14885",E00017652,C,C3
"14886",E00166825,E,E1
"14887",E00017650,G,G2
"14888",E00166824,D,D1
"14889",E00166827,B,B1
"14890",E00019651,F,F1
"14891",E00015687,B,B3
"14892",E00015408,B,B3
"14893",E00006463,C,C2
"14894",E00006462,C,C2
"14895",E00015489,F,F1
"14896",E00006467,C,C2
"14897",E00006465,C,C2
"14898",E00015480,A,A1
"14899",E00006466,C,C2
"14900",E00023339,G,G2
"14901",E00020433,B,B1
"14902",E00020339,B,B1
"14903",E00020432,B,B3
"14904",E00015488,E,E2
"14905",E00020331,F,F1
"14906",E00020435,F,F1
"14907",E00015409,B,B1
"14908",E00023338,H,H1
"14909",E00022449,G,G1
"14910",E00020333,B,B3
"14911",E00020434,D,D2
"14912",E00020330,D,D2
"14913",E00022448,C,C1
"14914",E00020332,E,E1
"14915",E00020437,D,D2
"14916",E00023331,E,E1
"14917",E00020436,D,D1
"14918",E00007346,C,C1
"14919",E00020431,B,B3
"14920",E00007347,G,G2
"14921",E00020430,B,B1
"14922",E00014089,D,D2
"14923",E00001877,H,H1
"14924",E00000065,G,G1
"14925",E00011007,C,C2
"14926",E00014080,D,D2
"14927",E00011085,C,C2
"14928",E00011087,C,C1
"14929",E00011086,C,C1
"14930",E00010879,C,C4
"14931",E00011006,C,C2
"14932",E00019485,D,D2
"14933",E00010878,C,C4
"14934",E00019404,E,E2
"14935",E00014088,D,D2
"14936",E00019406,F,F1
"14937",E00001056,G,G1
"14938",E00019487,F,F1
"14939",E00021459,D,D1
"14940",E00021458,D,D1
"14941",E00021451,B,B2
"14942",E00021453,E,E2
"14943",E00011004,C,C2
"14944",E00011005,C,C1
"14945",E00019484,F,F1
"14946",E00019405,F,F1
"14947",E00016729,F,F2
"14948",E00016721,B,B1
"14949",E00016728,G,G2
"14950",E00016723,B,B1
"14951",E00016720,B,B3
"14952",E00013259,B,B1
"14953",E00018552,C,C3
"14954",E00018206,G,G2
"14955",E00018555,C,C3
"14956",E00015250,E,E2
"14957",E00009005,E,E1
"14958",E00018554,C,C3
"14959",E00013258,B,B1
"14960",E00009004,F,F2
"14961",E00018557,C,C3
"14962",E00015252,E,E2
"14963",E00009085,E,E1
"14964",E00015569,E,E1
"14965",E00015253,F,F1
"14966",E00009086,E,E1
"14967",E00015561,E,E1
"14968",E00015254,F,F1
"14969",E00015563,E,E1
"14970",E00013251,G,G1
"14971",E00009007,B,B1
"14972",E00018551,C,C3
"14973",E00018287,C,C3
"14974",E00009084,B,B1
"14975",E00018550,C,C3
"14976",E00015259,F,F1
"14977",E00016224,E,E2
"14978",E00000738,G,G2
"14979",E00008398,A,A1
"14980",E00000730,C,C4
"14981",E00016226,E,E1
"14982",E00000731,C,C2
"14983",E00016398,E,E1
"14984",E00000733,C,C1
"14985",E00008319,A,A1
"14986",E00016832,E,E1
"14987",E00016223,E,E2
"14988",E00016835,E,E1
"14989",E00016220,E,E2
"14990",E00008276,A,A1
"14991",E00008273,A,A2
"14992",E00005055,H,H1
"14993",E00001825,A,A2
"14994",E00006826,E,E1
"14995",E00000053,C,C3
"14996",E00000052,G,G1
"14997",E00005054,C,C2
"14998",E00000055,C,C3
"14999",E00001827,B,B1
"15000",E00006827,E,E2
"15001",E00000050,B,B1
"15002",E00017198,F,F1
"15003",E00017118,F,F1
"15004",E00017119,F,F1
"15005",E00017190,G,G1
"15006",E00017199,F,F1
"15007",E00017191,C,C3
"15008",E00017111,F,F1
"15009",E00009936,G,G2
"15010",E00009937,G,G1
"15011",E00017231,F,F1
"15012",E00017238,F,F2
"15013",E00017233,E,E1
"15014",E00017230,D,D2
"15015",E00017235,A,A1
"15016",E00017232,G,G1
"15017",E00017234,G,G1
"15018",E00011249,H,H2
"15019",E00014249,B,B1
"15020",E00002247,H,H2
"15021",E00014241,B,B3
"15022",E00017239,E,E1
"15023",E00014248,D,D1
"15024",E00014243,B,B3
"15025",E00001539,C,C4
"15026",E00014240,B,B3
"15027",E00014244,B,B3
"15028",E00001538,G,G1
"15029",E00014242,B,B3
"15030",E00001442,A,A1
"15031",E00001445,A,A1
"15032",E00000628,G,G2
"15033",E00000629,C,C4
"15034",E00000491,A,A1
"15035",E00005499,A,A2
"15036",E00015495,E,E1
"15037",E00015414,E,E2
"15038",E00015416,E,E2
"15039",E00015497,B,B1
"15040",E00021475,B,B2
"15041",E00018471,C,C1
"15042",E00021046,F,F2
"15043",E00005418,C,C1
"15044",E00021044,F,F2
"15045",E00008509,B,B1
"15046",E00022039,A,A2
"15047",E00011046,C,C1
"15048",E00022858,F,F1
"15049",E00022038,A,A2
"15050",E00022030,H,H2
"15051",E00022031,G,G2
"15052",E00022035,C,C1
"15053",E00016081,E,E1
"15054",E00001918,H,H1
"15055",E00022033,G,G2
"15056",E00016000,E,E2
"15057",E00005188,F,F2
"15058",E00012813,E,E2
"15059",E00000188,A,A2
"15060",E00012892,A,A1
"15061",E00000109,C,C1
"15062",E00017894,G,G1
"15063",E00001911,H,H2
"15064",E00018007,G,G1
"15065",E00005929,A,A1
"15066",E00018086,C,C3
"15067",E00005180,H,H1
"15068",E00017895,G,G1
"15069",E00001990,A,A2
"15070",E00008241,A,A1
"15071",E00016249,E,E1
"15072",E00016248,E,E2
"15073",E00008143,B,B1
"15074",E00008148,B,B1
"15075",E00002839,E,E2
"15076",E00009012,G,G2
"15077",E00009014,B,B1
"15078",E00009095,B,B1
"15079",E00009097,B,B1
"15080",E00002838,F,F2
"15081",E00008848,B,B2
"15082",E00009016,B,B3
"15083",E00009093,F,F2
"15084",E00010470,B,B1
"15085",E00011690,H,H2
"15086",E00010471,E,E1
"15087",E00011613,A,A2
"15088",E00010472,B,B1
"15089",E00011692,A,A2
"15090",E00010473,B,B1
"15091",E00011612,H,H2
"15092",E00010474,C,C1
"15093",E00011693,A,A2
"15094",E00010475,B,B1
"15095",E00011615,H,H2
"15096",E00008510,B,B1
"15097",E00005129,H,H1
"15098",E00002275,A,A1
"15099",E00000225,G,G2
"15100",E00005073,H,H1
"15101",E00006841,F,F1
"15102",E00004282,E,E1
"15103",E00004201,F,F1
"15104",E00004283,E,E2
"15105",E00004203,D,D2
"15106",E00004284,E,E2
"15107",E00004202,B,B3
"15108",E00006259,F,F2
"15109",E00004205,D,D2
"15110",E00004280,E,E2
"15111",E00002208,H,H2
"15112",E00004148,F,F2
"15113",E00005132,C,C4
"15114",E00006907,F,F2
"15115",E00000130,A,A1
"15116",E00001905,H,H2
"15117",E00001984,A,A1
"15118",E00000133,A,A1
"15119",E00005135,B,B1
"15120",E00008249,A,A1
"15121",E00007715,A,A1
"15122",E00007712,C,C1
"15123",E00007629,A,A2
"15124",E00001983,A,A2
"15125",E00007717,G,G2
"15126",E00008313,C,C2
"15127",E00003690,H,H2
"15128",E00001902,H,H2
"15129",E00007714,A,A1
"15130",E00003611,A,A1
"15131",E00009167,B,B1
